index,num_features,score1,score2,score3,score4,score5,five_fold_avg,stdev,feature_names
24,25,0.429166667,0.279166667,0.483333333,0.475,0.4625,0.425833333,0.084543299,"['1433B', '1433G', '1433T', '1433Z', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'BMAL2', 'C1QB', 'C1QT5', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO7', 'CPVL', 'DPP6', 'ECM1', 'EPHA5', 'ERAP2', 'FREM2', 'FSCN1', 'GDIA', 'GDIB', 'GLT15', 'GPX5', 'GSHR', 'HBA', 'HDHD2', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'LY96', 'LYSC', 'MA1C1', 'METRN', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NDKB', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PGAM1', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'SCUB1', 'SEPR', 'SERC', 'SLIK4', 'SNED1', 'SRPX', 'SUMO4', 'TAU', 'TRFL', 'TRFM', 'VASN', 'VGF', 'VWF']"
25,26,0.4125,0.279166667,0.533333333,0.475,0.475,0.435,0.097030565,"['1433B', '1433G', '1433T', '1433Z', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'BMAL2', 'C1QB', 'C1QT5', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO7', 'CPVL', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FSCN1', 'GDIA', 'GDIB', 'GLT15', 'GPX5', 'GSHR', 'HBA', 'HDHD2', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'LY96', 'LYSC', 'MA1C1', 'METRN', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NDKB', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PGAM1', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'SCUB1', 'SEPR', 'SERC', 'SLIK4', 'SNED1', 'SRPX', 'SUMO4', 'TAU', 'TRFL', 'TRFM', 'VASN', 'VGF', 'VWF']"
26,27,0.3375,0.279166667,0.483333333,0.475,0.445833333,0.404166667,0.090953666,"['1433B', '1433G', '1433T', '1433Z', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'BMAL2', 'C1QB', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO7', 'CPVL', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FSCN1', 'GDIA', 'GDIB', 'GLT15', 'GPX5', 'GSHR', 'HBA', 'HDHD2', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'LY96', 'LYSC', 'MA1C1', 'METRN', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NDKB', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PGAM1', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'SCUB1', 'SEPR', 'SERC', 'SLIK4', 'SNED1', 'SRPX', 'SUMO4', 'TAU', 'TRFL', 'TRFM', 'VASN', 'VGF', 'VWF']"
27,28,0.35,0.329166667,0.55,0.475,0.433333333,0.4275,0.090791275,"['1433B', '1433G', '1433T', '1433Z', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'BMAL2', 'C1QB', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'CPVL', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FSCN1', 'GDIA', 'GDIB', 'GLT15', 'GPX5', 'GSHR', 'HBA', 'HBAZ', 'HDHD2', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'LY96', 'LYSC', 'MA1C1', 'METRN', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NDKB', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PGAM1', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'SCUB1', 'SEPR', 'SERC', 'SLIK4', 'SMS', 'SNED1', 'SRPX', 'SUMO4', 'TAU', 'TRFL', 'TRFM', 'VASN', 'VGF', 'VWF']"
28,29,0.35,0.329166667,0.508333333,0.4125,0.508333333,0.421666667,0.084850768,"['1433B', '1433G', '1433T', '1433Z', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'BMAL2', 'C1QB', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'CPVL', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FSCN1', 'GDIA', 'GDIB', 'GLT15', 'GOLM2', 'GPX5', 'GSHR', 'HBA', 'HBAZ', 'HDHD2', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'METRN', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NDKB', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PGAM1', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'SCUB1', 'SEPR', 'SERC', 'SLIK4', 'SMS', 'SNED1', 'SRPX', 'SUMO4', 'TAU', 'TRFL', 'TRFM', 'VASN', 'VGF', 'VWF']"
29,30,0.35,0.329166667,0.55,0.4125,0.475,0.423333333,0.090934577,"['1433B', '1433G', '1433T', '1433Z', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'BMAL2', 'C1QB', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'CPVL', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FSCN1', 'GDIA', 'GDIB', 'GLT15', 'GOLM2', 'GPX5', 'GSHR', 'HBA', 'HBAZ', 'HDHD2', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'METRN', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NDKB', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PGAM1', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'SCUB1', 'SEPR', 'SERC', 'SLIK4', 'SMS', 'SNED1', 'SRPX', 'SUMO4', 'TAU', 'TRFL', 'TRFM', 'VASN', 'VGF', 'VWF']"
30,31,0.35,0.279166667,0.508333333,0.4125,0.525,0.415,0.104274944,"['1433B', '1433G', '1433T', '1433Z', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'BMAL2', 'C1QB', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'CPVL', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FSCN1', 'GDIA', 'GDIB', 'GLT15', 'GOLM2', 'GPX5', 'GSHR', 'HBA', 'HBAZ', 'HDHD2', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'METRN', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PGAM1', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'SCUB1', 'SEPR', 'SERC', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SRPX', 'SUMO4', 'TAU', 'TRFL', 'TRFM', 'VASN', 'VGF', 'VWF']"
31,32,0.35,0.329166667,0.5625,0.4125,0.525,0.435833333,0.104024904,"['1433B', '1433G', '1433T', '1433Z', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'BMAL2', 'C1QB', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'CPVL', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FSCN1', 'GDIA', 'GDIB', 'GLT15', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HDHD2', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'METRN', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PGAM1', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'SCUB1', 'SEPR', 'SERC', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SRPX', 'SUMO4', 'TAU', 'TRFL', 'TRFM', 'TWSG1', 'VASN', 'VGF', 'VWF']"
32,33,0.3625,0.379166667,0.5625,0.4125,0.4875,0.440833333,0.083249958,"['1433B', '1433G', '1433T', '1433Z', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'BASP1', 'BMAL2', 'C1QB', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'CPVL', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FSCN1', 'GDIA', 'GDIB', 'GLT15', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HDHD2', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PGAM1', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'SCUB1', 'SEPR', 'SERC', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SRPX', 'SUMO4', 'TAU', 'TRFL', 'TRFM', 'TWSG1', 'VASN', 'VGF', 'VWF']"
33,34,0.3,0.329166667,0.55,0.4125,0.4375,0.405833333,0.098627737,"['1433B', '1433G', '1433T', '1433Z', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'BASP1', 'BMAL2', 'C1QB', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'CPVL', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FSCN1', 'GDIA', 'GDIB', 'GLT15', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HDHD2', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PGAM1', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'SCUB1', 'SEPR', 'SERC', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SRPX', 'SUMO4', 'TAU', 'TRFL', 'TRFM', 'TWSG1', 'VASN', 'VGF', 'VWF']"
34,35,0.3125,0.329166667,0.5625,0.4125,0.4375,0.410833333,0.10006942,"['1433B', '1433G', '1433T', '1433Z', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'BASP1', 'BMAL2', 'C1QB', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'CPVL', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FSCN1', 'GDIA', 'GDIB', 'GLT15', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HDHD2', 'HLAA', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PGAM1', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'SCUB1', 'SEPR', 'SERC', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SRPX', 'SUMO4', 'TAU', 'TRFL', 'TRFM', 'TSP4', 'TWSG1', 'VASN', 'VGF', 'VWF']"
35,36,0.3125,0.366666667,0.55,0.4125,0.3875,0.405833333,0.088613941,"['1433B', '1433G', '1433T', '1433Z', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'BASP1', 'BMAL2', 'C1QB', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'CPVL', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FSCN1', 'GDIA', 'GDIB', 'GLT15', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HDHD2', 'HLAA', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'MASP1', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PGAM1', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'SCUB1', 'SEPR', 'SERC', 'SIA8C', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SRPX', 'SUMO4', 'TAU', 'TRFL', 'TRFM', 'TSP4', 'TWSG1', 'VASN', 'VGF', 'VWF']"
36,37,0.325,0.429166667,0.6125,0.4125,0.4,0.435833333,0.106498891,"['1433B', '1433G', '1433T', '1433Z', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'B2L12', 'BASP1', 'BMAL2', 'C1QB', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'CPVL', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FSCN1', 'GDIA', 'GDIB', 'GLT15', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HDHD2', 'HLAA', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'MASP1', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PGAM1', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'SCUB1', 'SEPR', 'SERC', 'SIA8C', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SRPX', 'SUMO4', 'TAU', 'TRFL', 'TRFM', 'TSP4', 'TWSG1', 'VASN', 'VGF', 'VWF']"
37,38,0.35,0.429166667,0.6,0.4125,0.5,0.458333333,0.095515778,"['1433B', '1433G', '1433T', '1433Z', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'B2L12', 'BASP1', 'BMAL2', 'C1QB', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'CPVL', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FSCN1', 'GDIA', 'GDIB', 'GLT15', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HDHD2', 'HLAA', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'MASP1', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PGAM1', 'PGAM2', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'RARR2', 'SCUB1', 'SEPR', 'SERC', 'SIA8C', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SRPX', 'SUMO4', 'TAU', 'TRFL', 'TRFM', 'TRH', 'TSP4', 'TWSG1', 'VASN', 'VGF', 'VWF']"
38,39,0.3,0.429166667,0.6125,0.4125,0.4625,0.443333333,0.112561711,"['1433B', '1433G', '1433T', '1433Z', 'A2MG', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'B2L12', 'BASP1', 'BMAL2', 'C1QB', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'CPVL', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FSCN1', 'GDIA', 'GDIB', 'GLT15', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HDHD2', 'HLAA', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'MASP1', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PGAM1', 'PGAM2', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'RARR2', 'SCUB1', 'SEPR', 'SERC', 'SIA8C', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SRPX', 'SUMO4', 'TAU', 'TRFL', 'TRFM', 'TRH', 'TSP4', 'TWSG1', 'VASN', 'VGF', 'VWF']"
39,40,0.2875,0.429166667,0.6125,0.4125,0.4625,0.440833333,0.116607128,"['1433B', '1433G', '1433T', '1433Z', 'A2MG', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'B2L12', 'BASP1', 'BMAL2', 'C1QB', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'CPVL', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FRIL', 'FSCN1', 'GDIA', 'GDIB', 'GLT15', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HDHD2', 'HLAA', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'MASP1', 'MATN3', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PGAM1', 'PGAM2', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'PSA', 'RARR2', 'SCUB1', 'SEPR', 'SERC', 'SIA8C', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SRPX', 'SUMO4', 'TAU', 'TRFL', 'TRFM', 'TRH', 'TSP4', 'TWSG1', 'VASN', 'VGF', 'VWF']"
40,41,0.3875,0.379166667,0.6125,0.425,0.4625,0.453333333,0.094941502,"['1433B', '1433F', '1433G', '1433T', '1433Z', 'A2MG', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'B2L12', 'BASP1', 'BMAL2', 'C1QB', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'CPVL', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FRIL', 'FSCN1', 'GDIA', 'GDIB', 'GLT15', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HDHD2', 'HLAA', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'MASP1', 'MATN3', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PGAM1', 'PGAM2', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'PSA', 'RARR2', 'SCUB1', 'SEPR', 'SERC', 'SIA8C', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SRPX', 'SUMO4', 'TAU', 'TRFL', 'TRFM', 'TRH', 'TSP4', 'TWSG1', 'VASN', 'VGF', 'VWF']"
41,42,0.375,0.379166667,0.6,0.425,0.4625,0.448333333,0.092072963,"['1433B', '1433F', '1433G', '1433T', '1433Z', 'A2MG', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'B2L12', 'BASP1', 'BMAL2', 'C1QB', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CCN3', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'CPVL', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FRIL', 'FSCN1', 'GDIA', 'GDIB', 'GINM1', 'GLT15', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HDHD2', 'HLAA', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'MASP1', 'MATN3', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PGAM1', 'PGAM2', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'PSA', 'RARR2', 'SCUB1', 'SEPR', 'SERC', 'SIA8C', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SODM', 'SRPX', 'SUMO4', 'TAU', 'TRFL', 'TRFM', 'TRH', 'TSP4', 'TWSG1', 'VASN', 'VGF', 'VWF']"
42,43,0.325,0.391666667,0.570833333,0.425,0.4625,0.435,0.091220505,"['1433B', '1433F', '1433G', '1433T', '1433Z', 'A2MG', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'B2L12', 'BASP1', 'BMAL2', 'C1QB', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CCN3', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'CPVL', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FRIL', 'FSCN1', 'GDIA', 'GDIB', 'GINM1', 'GLT15', 'GMFB', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HBE', 'HDHD2', 'HLAA', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'MASP1', 'MATN3', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PGAM1', 'PGAM2', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'PSA', 'PTPRR', 'RARR2', 'SCUB1', 'SEPR', 'SERC', 'SIA8C', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SODM', 'SRPX', 'SUMO4', 'TAU', 'TRFL', 'TRFM', 'TRH', 'TSP4', 'TWSG1', 'VASN', 'VGF', 'VWF']"
