index,num_features,score1,score2,score3,score4,score5,five_fold_avg,stdev,feature_names
43,44,0.325,0.441666667,0.570833333,0.425,0.5125,0.455,0.093141544,"['1433B', '1433F', '1433G', '1433T', '1433Z', 'A2MG', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'B2L12', 'BASP1', 'BMAL2', 'C1QB', 'C1QC', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CCN3', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'CPVL', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FRIL', 'FSCN1', 'GDIA', 'GDIB', 'GINM1', 'GLT15', 'GMFB', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HBE', 'HDHD2', 'HLAA', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'LAIR1', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'MASP1', 'MATN3', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PGAM1', 'PGAM2', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'PSA', 'PTPRR', 'RARR2', 'SCUB1', 'SEPR', 'SERC', 'SIA8C', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SODM', 'SRPX', 'SUMO4', 'TAU', 'TRFL', 'TRFM', 'TRH', 'TSP4', 'TWSG1', 'VASN', 'VGF', 'VWF']"
44,45,0.325,0.466666667,0.458333333,0.466666667,0.5125,0.445833333,0.070833333,"['1433B', '1433F', '1433G', '1433T', '1433Z', 'A2MG', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'ANAG', 'B2L12', 'BASP1', 'BMAL2', 'C1QB', 'C1QC', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CCN3', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'CPVL', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FRIL', 'FSCN1', 'GDIA', 'GDIB', 'GINM1', 'GLT15', 'GMFB', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HBE', 'HDHD2', 'HLAA', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'LAIR1', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'MASP1', 'MATN3', 'MDHM', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PGAM1', 'PGAM2', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'PSA', 'PTPRK', 'PTPRR', 'RARR2', 'SCUB1', 'SEPR', 'SERC', 'SIA8C', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SODM', 'SRPX', 'SUMO4', 'TAGL', 'TAU', 'TRFL', 'TRFM', 'TRH', 'TSP4', 'TWSG1', 'VASN', 'VGF', 'VWF']"
45,46,0.375,0.466666667,0.483333333,0.466666667,0.5125,0.460833333,0.051505124,"['1433B', '1433F', '1433G', '1433T', '1433Z', 'A2MG', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'ANAG', 'B2L12', 'BASP1', 'BMAL2', 'C1QB', 'C1QC', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CCN3', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'CPVL', 'DIAC', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FRIL', 'FSCN1', 'GDIA', 'GDIB', 'GINM1', 'GLT15', 'GMFB', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HBE', 'HDHD2', 'HLAA', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'LAIR1', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'MASP1', 'MATN3', 'MDHM', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NAGAB', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PGAM1', 'PGAM2', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'PSA', 'PTPRK', 'PTPRR', 'RARR2', 'SCUB1', 'SEPR', 'SERC', 'SIA8C', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SODM', 'SRPX', 'SUMO4', 'TAGL', 'TAU', 'TIMP2', 'TRFL', 'TRFM', 'TRH', 'TSP4', 'TWSG1', 'VASN', 'VGF', 'VWF']"
46,47,0.429166667,0.454166667,0.495833333,0.4375,0.5625,0.475833333,0.054835613,"['1433B', '1433F', '1433G', '1433T', '1433Z', 'A2MG', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'ANAG', 'B2L12', 'BASP1', 'BMAL2', 'C1QB', 'C1QC', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CCN3', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'CPVL', 'DIAC', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FRIL', 'FSCN1', 'GDIA', 'GDIB', 'GINM1', 'GLT15', 'GMFB', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HBE', 'HDHD2', 'HLAA', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'IMPA1', 'LAIR1', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'MASP1', 'MATN3', 'MDHM', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NAGAB', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PAPP2', 'PGAM1', 'PGAM2', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'PSA', 'PTPRK', 'PTPRR', 'RARR2', 'SCUB1', 'SEPR', 'SERC', 'SIA8C', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SODM', 'SRPX', 'SUMO4', 'TAGL', 'TAU', 'TIMP2', 'TRFL', 'TRFM', 'TRH', 'TSP4', 'TWSG1', 'VASN', 'VGF', 'VWF']"
47,48,0.391666667,0.520833333,0.483333333,0.4375,0.5625,0.479166667,0.067250052,"['1433B', '1433F', '1433G', '1433T', '1433Z', 'A2MG', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'ANAG', 'B2L12', 'BASP1', 'BMAL2', 'C1QB', 'C1QC', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CCN3', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'CPVL', 'DIAC', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FRIL', 'FSCN1', 'GDIA', 'GDIB', 'GINM1', 'GLT15', 'GMFB', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HBE', 'HDHD2', 'HLAA', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'IMPA1', 'LAIR1', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'MASP1', 'MATN3', 'MDHM', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NAGAB', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PAPP2', 'PGAM1', 'PGAM2', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'PSA', 'PTPRK', 'PTPRR', 'RARR2', 'SCUB1', 'SEPR', 'SERC', 'SIA8C', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SODM', 'SRPX', 'SUMO4', 'TAGL', 'TAU', 'TIMP2', 'TRFL', 'TRFM', 'TRH', 'TSP4', 'TWSG1', 'VASN', 'VGF', 'VWF']"
48,49,0.391666667,0.454166667,0.545833333,0.425,0.5625,0.475833333,0.075080975,"['1433B', '1433F', '1433G', '1433T', '1433Z', 'A2MG', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'AMY2B', 'AMYP', 'ANAG', 'B2L12', 'BASP1', 'BMAL2', 'C1QB', 'C1QC', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CBLN4', 'CCN3', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'COIA1', 'CPVL', 'DIAC', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FRIL', 'FSCN1', 'GDIA', 'GDIB', 'GINM1', 'GLT15', 'GMFB', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HBE', 'HDHD2', 'HLAA', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'IMPA1', 'LAIR1', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'MASP1', 'MATN3', 'MDHM', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NAGAB', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PAPP2', 'PGAM1', 'PGAM2', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'PSA', 'PTPRK', 'PTPRR', 'RARR2', 'SCUB1', 'SEPR', 'SERC', 'SIA8C', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SODM', 'SRPX', 'SUMO4', 'TAGL', 'TAU', 'TIMP2', 'TRFL', 'TRFM', 'TRH', 'TSP4', 'TWSG1', 'VASN', 'VGF', 'VWF']"
49,50,0.391666667,0.491666667,0.545833333,0.508333333,0.5625,0.5,0.066861694,"['1433B', '1433F', '1433G', '1433T', '1433Z', 'A2MG', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'ALDOA', 'AMY2B', 'AMYP', 'ANAG', 'B2L12', 'BASP1', 'BMAL2', 'C1QB', 'C1QC', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CBLN4', 'CCN3', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'COIA1', 'CPVL', 'DIAC', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FREM2', 'FRIL', 'FSCN1', 'GDIA', 'GDIB', 'GINM1', 'GLT15', 'GMFB', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HBE', 'HDHD2', 'HLAA', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'IMPA1', 'LAIR1', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'MASP1', 'MATN3', 'MDHM', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NAGAB', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PAPP2', 'PGAM1', 'PGAM2', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'PSA', 'PTPRK', 'PTPRR', 'RARR2', 'SCUB1', 'SEPR', 'SERC', 'SIA8C', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SODM', 'SRPX', 'SUMO4', 'TAGL', 'TAU', 'TIMP2', 'TRFL', 'TRFM', 'TRH', 'TSP4', 'TWSG1', 'VASN', 'VGF', 'VWF']"
50,51,0.404166667,0.479166667,0.558333333,0.520833333,0.55,0.5025,0.063094396,"['1433B', '1433F', '1433G', '1433T', '1433Z', 'A2MG', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'ALDOA', 'AMY2B', 'AMYP', 'ANAG', 'B2L12', 'BASP1', 'BMAL2', 'C1QB', 'C1QC', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CBLN4', 'CCN3', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'COIA1', 'CPVL', 'DIAC', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FCG3A', 'FREM2', 'FRIL', 'FSCN1', 'GDIA', 'GDIB', 'GINM1', 'GLT15', 'GMFB', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HBE', 'HDHD2', 'HLAA', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'IMPA1', 'LAIR1', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'MASP1', 'MATN3', 'MDHM', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NAGAB', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PAPP2', 'PGAM1', 'PGAM2', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPT1', 'PROF2', 'PSA', 'PTPRK', 'PTPRR', 'RARR2', 'SCUB1', 'SEPR', 'SERC', 'SIA8C', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SODM', 'SRPX', 'SUMO4', 'TAGL', 'TAU', 'TIMP2', 'TRFL', 'TRFM', 'TRH', 'TSP4', 'TWSG1', 'VASN', 'VGF', 'VWF']"
51,52,0.391666667,0.479166667,0.545833333,0.520833333,0.4875,0.485,0.058600578,"['1433B', '1433F', '1433G', '1433T', '1433Z', 'A2MG', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'ALDOA', 'AMY2B', 'AMYP', 'ANAG', 'B2L12', 'BASP1', 'BMAL2', 'C1QB', 'C1QC', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CBLN4', 'CCN3', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'COIA1', 'CPVL', 'DIAC', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FCG3A', 'FREM2', 'FRIL', 'FSCN1', 'GDIA', 'GDIB', 'GINM1', 'GLT15', 'GMFB', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HBE', 'HDHD2', 'HLAA', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'IMPA1', 'LAIR1', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'MARCO', 'MASP1', 'MATN3', 'MDHM', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NAGAB', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PAPP2', 'PGAM1', 'PGAM2', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPIC', 'PPT1', 'PROF2', 'PSA', 'PTPRK', 'PTPRR', 'RARR2', 'SCG2', 'SCUB1', 'SEPR', 'SERC', 'SIA8C', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SODM', 'SRPX', 'SUMO4', 'TAGL', 'TAU', 'TIMP2', 'TRFL', 'TRFM', 'TRH', 'TSP4', 'TWSG1', 'VASN', 'VGF', 'VWF']"
52,53,0.391666667,0.479166667,0.558333333,0.479166667,0.4875,0.479166667,0.059146123,"['1433B', '1433F', '1433G', '1433T', '1433Z', 'A2MG', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'ALDOA', 'AMY2B', 'AMYP', 'ANAG', 'B2L12', 'BASP1', 'BMAL2', 'C1QB', 'C1QC', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CBLN4', 'CCN3', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'COIA1', 'CPVL', 'DIAC', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FCG3A', 'FREM2', 'FRIL', 'FSCN1', 'GDIA', 'GDIB', 'GINM1', 'GLT15', 'GMFB', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HBE', 'HDHD2', 'HLAA', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'IMPA1', 'LAIR1', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'MARCO', 'MASP1', 'MATN3', 'MDHM', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NAGAB', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PAPP2', 'PCP', 'PGAM1', 'PGAM2', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPIC', 'PPT1', 'PROF2', 'PSA', 'PTPRK', 'PTPRR', 'RARR2', 'SCG2', 'SCUB1', 'SEPR', 'SERC', 'SIA8C', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SODM', 'SRPX', 'SUMO4', 'TAGL', 'TAU', 'TIMP2', 'TRFL', 'TRFM', 'TRH', 'TSP4', 'TWSG1', 'VASN', 'VGF', 'VWF']"
53,54,0.404166667,0.479166667,0.570833333,0.533333333,0.4875,0.495,0.062804812,"['1433B', '1433F', '1433G', '1433T', '1433Z', 'A2MG', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'ALDOA', 'AMY2B', 'AMYP', 'ANAG', 'B2L12', 'BASP1', 'BMAL2', 'C1QB', 'C1QC', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CBLN4', 'CCN3', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'COIA1', 'CPVL', 'DIAC', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FCG3A', 'FREM2', 'FRIL', 'FSCN1', 'GDIA', 'GDIB', 'GINM1', 'GLT15', 'GMFB', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HBD', 'HBE', 'HDHD2', 'HLAA', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'IMPA1', 'LAIR1', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'MARCO', 'MASP1', 'MATN3', 'MDHM', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NAGAB', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PAPP2', 'PCP', 'PGAM1', 'PGAM2', 'PGAM4', 'PGK1', 'PGK2', 'PILRA', 'POTEJ', 'PPIB', 'PPIC', 'PPT1', 'PROF2', 'PSA', 'PTPRK', 'PTPRR', 'RARR2', 'SCG2', 'SCUB1', 'SEPR', 'SERC', 'SIA8C', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SODM', 'SRPX', 'SUMO4', 'TAGL', 'TAU', 'TIMP2', 'TRFL', 'TRFM', 'TRH', 'TSP4', 'TWSG1', 'UB2V2', 'VASN', 'VGF', 'VWF']"
54,55,0.379166667,0.454166667,0.558333333,0.520833333,0.4875,0.48,0.068363814,"['1433B', '1433F', '1433G', '1433T', '1433Z', 'A2MG', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AK1C1', 'ALDOA', 'AMY2B', 'AMYP', 'ANAG', 'B2L12', 'BASP1', 'BMAL2', 'C1QB', 'C1QC', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CBLN4', 'CCN3', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'COIA1', 'CPVL', 'CRIS3', 'DIAC', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FCG3A', 'FREM2', 'FRIL', 'FSCN1', 'GDIA', 'GDIB', 'GINM1', 'GLT15', 'GMFB', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HBD', 'HBE', 'HDHD2', 'HLAA', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'IMPA1', 'LAIR1', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'MARCO', 'MASP1', 'MATN3', 'MDHM', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NAGAB', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PAPP2', 'PCP', 'PGAM1', 'PGAM2', 'PGAM4', 'PGK1', 'PGK2', 'PI16', 'PILRA', 'POTEJ', 'PPIB', 'PPIC', 'PPT1', 'PROF2', 'PSA', 'PTPRK', 'PTPRR', 'RARR2', 'SCG2', 'SCUB1', 'SEPR', 'SERC', 'SIA8C', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SODM', 'SRPX', 'SUMO4', 'TAGL', 'TAU', 'TIMP2', 'TRFL', 'TRFM', 'TRH', 'TSP4', 'TWSG1', 'UB2V2', 'VASN', 'VGF', 'VWF', 'XXLT1']"
55,56,0.379166667,0.425,0.558333333,0.479166667,0.4375,0.455833333,0.067481993,"['1433B', '1433F', '1433G', '1433T', '1433Z', 'A2MG', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AGRL3', 'AK1C1', 'ALDOA', 'AMY2B', 'AMYP', 'ANAG', 'B2L12', 'BASP1', 'BMAL2', 'C1QB', 'C1QC', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CBLN4', 'CCN3', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'COIA1', 'CPVL', 'CRIS3', 'DIAC', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FCG3A', 'FREM2', 'FRIL', 'FSCN1', 'GDIA', 'GDIB', 'GINM1', 'GLT15', 'GMFB', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HBD', 'HBE', 'HDHD2', 'HLAA', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'IMPA1', 'LAIR1', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'MARCO', 'MASP1', 'MATN3', 'MDHM', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NAGAB', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PAPP2', 'PCP', 'PGAM1', 'PGAM2', 'PGAM4', 'PGK1', 'PGK2', 'PI16', 'PILRA', 'POTEJ', 'PPIB', 'PPIC', 'PPT1', 'PROF2', 'PSA', 'PTPRK', 'PTPRR', 'RARR2', 'SCG2', 'SCUB1', 'SEPR', 'SERC', 'SIA8C', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SODM', 'SRPX', 'SUMO4', 'TAGL', 'TAU', 'TIMP2', 'TRFL', 'TRFM', 'TRH', 'TSP4', 'TWSG1', 'UB2V2', 'VASN', 'VGF', 'VWF', 'XXLT1']"
56,57,0.416666667,0.4125,0.570833333,0.479166667,0.4375,0.463333333,0.065643185,"['1433B', '1433F', '1433G', '1433T', '1433Z', 'A2MG', 'ABHEA', 'ACBP', 'ACTBM', 'AGRB1', 'AGRB2', 'AGRL3', 'AK1C1', 'ALDOA', 'AMY2B', 'AMYP', 'ANAG', 'B2L12', 'BASP1', 'BMAL2', 'C1QB', 'C1QC', 'C1QT5', 'CAD18', 'CADH5', 'CADH8', 'CAH1', 'CAH2', 'CALC', 'CATZ', 'CBLN4', 'CCN3', 'CEMIP', 'CH3L1', 'CHIT1', 'CHLE', 'CNTP5', 'CO6A2', 'CO7', 'COIA1', 'CPVL', 'CRIS3', 'DIAC', 'DPP6', 'ECM1', 'ENOA', 'EPHA5', 'ERAP2', 'FCG3A', 'FREM2', 'FRIL', 'FSCN1', 'GDIA', 'GDIB', 'GINM1', 'GLT15', 'GMFB', 'GOLM2', 'GPX5', 'GSHR', 'GUAD', 'HBA', 'HBAZ', 'HBB', 'HBD', 'HBE', 'HDHD2', 'HLAA', 'HTRA1', 'HV103', 'HYI', 'IBPL1', 'IGF2', 'IGHD', 'IMPA1', 'LAIR1', 'LV214', 'LY96', 'LYSC', 'MA1C1', 'MARCO', 'MASP1', 'MATN3', 'MDHM', 'METRN', 'MIA', 'MIME', 'MMP2', 'MOES', 'MXRA8', 'MYDGF', 'NAGAB', 'NDKB', 'NEUM', 'NPTX2', 'OMD', 'PAFA', 'PAL4A', 'PAPP2', 'PCP', 'PGAM1', 'PGAM2', 'PGAM4', 'PGK1', 'PGK2', 'PI16', 'PILRA', 'POTEJ', 'PPIA', 'PPIB', 'PPIC', 'PPT1', 'PROF2', 'PSA', 'PTPRK', 'PTPRR', 'RARR2', 'SCG2', 'SCUB1', 'SEM3B', 'SEPR', 'SERC', 'SIA8C', 'SLIK4', 'SMOC1', 'SMS', 'SNED1', 'SODM', 'SRPX', 'SUMO4', 'TAGL', 'TAU', 'TIMP2', 'TRFL', 'TRFM', 'TRH', 'TSP4', 'TWSG1', 'UB2V2', 'VASN', 'VGF', 'VWF', 'XXLT1']"
